id,num_orders
1028232,996.3375322580755
1262649,1038.361952413857
1453211,993.9476765538757
1262599,793.1147310213431
1495848,999.4663625721997
1342607,976.6011292411982
1358429,1013.5367638230163
1475006,1070.2224351746863
1009709,1061.5731496498656
1460444,606.1966472958314
1476535,1564.7185689478074
1297121,1627.0089128617672
1141103,1665.7188484270189
1274933,1424.900749333873
1435122,4250.223534300127
1486477,3525.4576909915168
1195364,1602.5391290458588
1301491,1608.9188613156944
1059056,1256.039620441368
1098228,1602.3885395741622
1080847,339.63821244217354
1064602,388.24999686945375
1093227,352.62334629513236
1177861,327.75138659565846
1259611,321.50787065272345
1274836,276.57256323582897
1030333,371.33625171911564
1249982,295.4557621728558
1188591,291.4202704634675
1316160,350.1234504866574
1419545,130.44131025821113
1062437,175.96979532353316
1181575,164.41293300190623
1143023,167.24345720967605
1278339,135.18848933820107
1282203,175.30982620363264
1080746,172.1219532275315
1296937,173.04676509048227
1210564,172.80591613404368
1390579,162.01789580286595
1436947,155.1718281241656
1045739,144.872542151415
1318087,134.19264799681164
1223698,150.5190857223173
1436625,368.0950290318718
1383644,231.1913648037083
1045356,146.84342157650408
1121593,146.35714301684084
1114635,145.7653238921794
1332667,129.85417365328342
1039351,89.93033875210527
1319273,64.43174930363062
1305518,104.10209344734238
1327143,109.29485245938343
1272171,100.27950232545962
1223757,96.4605853596515
1090089,88.08364247306883
1128850,93.73528215931198
1446344,112.48747566958306
1237947,68.48319408936611
1452835,29.036076438039238
1029462,29.402352344865545
1365321,29.526759454582454
1377892,28.899792960598454
1378346,27.607891527747753
1261333,27.28726479055698
1427333,25.767591945886675
1157382,25.399250924395396
1168967,133.66326283330451
1306954,306.00227792084166
1342909,135.40947705867927
1244760,136.5492836433376
1431361,163.599103645479
1276681,243.28030369755953
1148958,278.485162660805
1184174,140.01670066956504
1323560,140.9164439572058
1066229,119.74952595652812
1025558,544.0581758833913
1083889,592.8975976098191
1378453,531.0197938161396
1434331,563.3321264199576
1311554,551.3180494665517
1111904,516.5847046991347
1430955,559.6972626030408
1455829,521.1430347624103
1182896,566.2140477919858
1205862,586.3445506463729
1215917,99.7491402597169
1409427,99.83915391090068
1100468,99.17091086291525
1411863,100.16615357385933
1010693,100.53078812111222
1004925,98.70065075439541
1265382,99.60313932006736
1239027,103.15993221257618
1462013,96.81904095476418
1464784,99.25111024046592
1440692,59.20971051817269
1268331,55.806847423504486
1030648,337.14458181733715
1033468,289.1550413973062
1452010,51.39125653674961
1164883,52.79494930080032
1265395,54.87831545076194
1214244,49.093467891165474
1307226,48.43121542234054
1425834,75.7744001885652
1105463,448.96592187773314
1245977,486.3525180113608
1352817,483.0874447756189
1245183,503.34556230093943
1490092,927.1122064460716
1278462,952.635746058063
1090267,670.5105516443629
1231613,490.27944517836045
1164334,467.7291247506025
1300150,465.9635408575607
1231259,247.39208129201586
1243020,344.12660659674515
1433764,504.03901880752255
1124103,575.1301256335831
1031825,338.86248013084025
1437782,244.23656625410294
1087645,259.61929716770203
1185456,248.978631640863
1450862,263.56959328057496
1465438,243.29262936369244
1035890,195.075419361405
1267165,185.0805845307174
1262997,176.7257769042361
1088775,185.46228788474048
1217709,292.8070030849956
1430418,345.1141695672573
1275478,186.86980113818393
1435295,191.04365530217075
1346982,190.41960809981205
1160970,196.58651450718844
1310566,175.9077191760019
1014151,189.90582543549772
1374002,190.46332342983544
1417996,246.43118627296238
1141881,270.7166211088423
1219590,228.4921994556384
1373220,265.7326681969912
1355558,245.58779606896326
1042282,153.19756127771834
1323969,157.50708923673517
1480827,852.525516793114
1161084,882.2373469548277
1351984,847.7829214430622
1196384,816.0283053955493
1231951,827.1355840469467
1004647,827.5594111551177
1441493,854.7740217012614
1337172,830.2432142408713
1127689,824.9592212684767
1321298,825.2633141490419
1475476,775.8934301864882
1207745,1854.2778612901361
1332437,776.7551841268889
1295195,733.1706279198304
1238168,782.7659040705344
1401191,745.9941974414778
1320351,4139.696427378079
1015073,3052.8940017636887
1440436,813.9627621110855
1488196,777.694737166552
1084735,68.1277307361301
1312130,77.73918238155167
1284072,66.12173610190302
1390606,63.16531695981439
1177870,51.149624843240694
1217412,43.692436334383686
1391279,50.926735636304436
1000635,47.433060311192
1070142,52.70667826774053
1158077,32.29612305717386
1263948,763.8512953700069
1240615,788.9375960357239
